央视频道,#genre#
咪咕视频_8M1080_湖南bblive-6,http://60.168.162.223:51001/itv/2000000003000000065.m3u8?cdn=hnbblive
咪咕视频_8M1080_易视腾-1,http://60.168.162.223:51001/itv/1000000006000270001.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-2,http://60.168.162.223:51001/itv/1000000006000270002.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-3,http://60.168.162.223:51001/itv/1000000006000270003.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-4,http://60.168.162.223:51001/itv/1000000006000270004.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-5,http://60.168.162.223:51001/itv/1000000006000270005.m3u8?cdn=ystenlive
地方频道,#genre#
蒙城新闻频道,http://183.166.144.45:8686/rtp/238.1.79.19:4264
涡阳新闻综合,http://183.166.144.45:8686/rtp/238.1.78.197:7448
利辛新闻综合,http://183.166.144.45:8686/rtp/238.1.78.196:7440
亳州农村频道,http://183.166.144.45:8686/rtp/238.1.78.129:6904
亳州综合频道,http://183.166.144.45:8686/rtp/238.1.78.128:6896
阜南新闻综合,http://183.166.144.45:8686/rtp/238.1.79.11:4200
临泉新闻频道,http://183.166.144.45:8686/rtp/238.1.78.29:6160
界首综合频道,http://183.166.144.45:8686/rtp/238.1.78.195:7432
颍上新闻综合,http://183.166.144.45:8686/rtp/238.1.78.194:7424
阜阳都市频道,http://183.166.144.45:8686/rtp/238.1.78.127:6888
阜阳教育频道,http://183.166.144.45:8686/rtp/238.1.78.126:6880
阜阳公共频道,http://183.166.144.45:8686/rtp/238.1.78.125:6872
阜阳新闻综合,http://183.166.144.45:8686/rtp/238.1.78.124:6864
固镇新闻综合,http://183.166.144.45:8686/rtp/238.1.79.47:4488
五河新闻综合,http://183.166.144.45:8686/rtp/238.1.79.52:4528
蚌埠公共频道,http://183.166.144.45:8686/rtp/238.1.78.181:7320
蚌埠新闻综合,http://183.166.144.45:8686/rtp/238.1.78.180:7312
泗县新闻频道,http://183.166.144.45:8686/rtp/238.1.78.193:7416
萧县新闻综合,http://183.166.144.45:8686/rtp/238.1.79.46:4480
宿州科教频道,http://183.166.144.45:8686/rtp/238.1.78.123:6856
宿州公共频道,http://183.166.144.45:8686/rtp/238.1.78.122:6848
宿州新闻综合,http://183.166.144.45:8686/rtp/238.1.78.121:6840
濉溪新闻频道,http://183.166.144.45:8686/rtp/238.1.78.209:7544
淮北教育频道,http://183.166.144.45:8686/rtp/238.1.78.137:6968
淮北公共频道,http://183.166.144.45:8686/rtp/238.1.78.136:6960
淮北新闻综合,http://183.166.144.45:8686/rtp/238.1.78.135:6952
寿县新闻综合,http://183.166.144.45:8686/rtp/238.1.78.146:7040
淮南公共频道,http://183.166.144.45:8686/rtp/238.1.78.114:6784
淮南新闻综合,http://183.166.144.45:8686/rtp/238.1.78.113:6776
金寨综合频道,http://183.166.144.45:8686/rtp/238.1.79.21:4280
霍邱新闻综合,http://183.166.144.45:8686/rtp/238.1.78.119:6824
霍山综合频道,http://183.166.144.45:8686/rtp/238.1.78.220:7632
六安公共频道,http://183.166.144.45:8686/rtp/238.1.78.145:7032
六安综合频道,http://183.166.144.45:8686/rtp/238.1.78.144:7024
枞阳电视台,http://183.166.144.45:8686/rtp/238.1.78.210:7552
义安新闻综合,http://183.166.144.45:8686/rtp/238.1.78.211:7560
铜陵科教频道,http://183.166.144.45:8686/rtp/238.1.78.141:7000
铜陵公共频道,http://183.166.144.45:8686/rtp/238.1.78.140:6992
铜陵新闻综合,http://183.166.144.45:8686/rtp/238.1.78.139:6984
东至综合频道,http://183.166.144.45:8686/rtp/238.1.79.13:4216
石台综合频道,http://183.166.144.45:8686/rtp/238.1.78.221:7640
池州公共频道,http://183.166.144.45:8686/rtp/238.1.78.148:7056
池州新闻综合,http://183.166.144.45:8686/rtp/238.1.78.147:7048
绩溪新闻频道,http://183.166.144.45:8686/rtp/238.1.78.218:7616
宁国新闻综合,http://183.166.144.45:8686/rtp/238.1.78.216:7600
旌德新闻综合,http://183.166.144.45:8686/rtp/238.1.78.215:7592
郎溪新闻频道,http://183.166.144.45:8686/rtp/238.1.78.214:7584
广德生活频道,http://183.166.144.45:8686/rtp/238.1.78.213:7576
广德新闻综合,http://183.166.144.45:8686/rtp/238.1.78.212:7568
宣城公共频道,http://183.166.144.45:8686/rtp/238.1.78.143:7016
宣城综合频道,http://183.166.144.45:8686/rtp/238.1.78.142:7008
黟县新闻综合,http://183.166.144.45:8686/rtp/238.1.78.149:7064
祁门综合频道,http://183.166.144.45:8686/rtp/238.1.79.14:4224
休宁新闻综合,http://183.166.144.45:8686/rtp/238.1.79.20:4272
歙县综合频道,http://183.166.144.45:8686/rtp/238.1.78.200:7472
太平电视台,http://183.166.144.45:8686/rtp/238.1.78.199:7464
徽州新闻频道,http://183.166.144.45:8686/rtp/238.1.78.138:6976
黄山公共频道,http://183.166.144.45:8686/rtp/238.1.78.131:6920
黄山新闻综合,http://183.166.144.45:8686/rtp/238.1.78.130:6912
太湖新闻综合,http://183.166.144.45:8686/rtp/238.1.79.12:4208
桐城综合频道,http://183.166.144.45:8686/rtp/238.1.78.28:6152
潜山综合频道,http://183.166.144.45:8686/rtp/238.1.78.192:7408
安庆教育频道,http://183.166.144.45:8686/rtp/238.1.78.120:6832
安庆公共频道,http://183.166.144.45:8686/rtp/238.1.78.118:6816
安庆新闻综合,http://183.166.144.45:8686/rtp/238.1.78.117:6808
马鞍山公共频道,http://183.166.144.45:8686/rtp/238.1.78.77:6488
马鞍山新闻综合,http://183.166.144.45:8686/rtp/238.1.79.15:4232
南陵新闻综合,http://183.166.144.45:8686/rtp/238.1.78.189:7384
无为新闻频道,http://183.166.144.45:8686/rtp/238.1.78.188:7376
繁昌新闻综合,http://183.166.144.45:8686/rtp/238.1.78.190:7392
湾沚新闻综合,http://183.166.144.45:8686/rtp/238.1.78.187:7368
芜湖教育频道,http://183.166.144.45:8686/rtp/238.1.78.167:7208
芜湖生活频道,http://183.166.144.45:8686/rtp/238.1.78.152:7088
芜湖公共频道,http://183.166.144.45:8686/rtp/238.1.78.80:6512
芜湖新闻综合,http://183.166.144.45:8686/rtp/238.1.78.112:6768
明光综合频道,http://183.166.144.45:8686/rtp/238.1.78.208:7536
凤阳新闻频道,http://183.166.144.45:8686/rtp/238.1.78.207:7528
定远新闻综合,http://183.166.144.45:8686/rtp/238.1.78.205:7512
来安新闻综合,http://183.166.144.45:8686/rtp/238.1.78.204:7504
全椒综合频道,http://183.166.144.45:8686/rtp/238.1.78.203:7496
滁州科教频道,http://183.166.144.45:8686/rtp/238.1.78.134:6944
滁州公共频道,http://183.166.144.45:8686/rtp/238.1.78.133:6936
滁州新闻综合,http://183.166.144.45:8686/rtp/238.1.78.132:6928
长丰电视台,http://183.166.144.45:8686/rtp/238.1.78.182:7328
肥西新闻综合,http://183.166.144.45:8686/rtp/238.1.78.185:7352
肥东经济生活,http://183.166.144.45:8686/rtp/238.1.78.184:7344
肥东新闻综合,http://183.166.144.45:8686/rtp/238.1.78.183:7336
合肥新闻频道,http://183.166.144.45:8686/rtp/238.1.78.111:6760

